id,name,region,country,category,instagram_handle,instagram_followers_estimate,gender,eyewear_affinity,lenskart_relevance,notes
4526,Patoranking,Global,Nigeria,Musician,patoranking,2000000,M,medium,watch_only,Nigerian singer
4527,Flavour N'abania,Global,Nigeria,Musician,2niteflavour,4000000,M,medium,watch_only,Nigerian singer
4528,Simi (NG),Global,Nigeria,Musician,symplysimi,5000000,F,high,collab_candidate,Nigerian singer
4529,Asa,Global,Nigeria,Musician,,800000,F,medium,watch_only,Nigerian-French singer
4530,Seyi Shay,Global,Nigeria,Musician,,2000000,F,medium,watch_only,Nigerian singer
4531,AKA (South Africa),Global,South Africa,Musician,akaworldwide,2500000,M,medium,watch_only,South African rapper
4532,Bontle Modiselle,Global,South Africa,Influencer,bontlemodiselle,1500000,F,high,collab_candidate,South African dancer-influencer
4533,Nandi Madida,Global,South Africa,Influencer,,1000000,F,high,collab_candidate,South African influencer
4534,Jay Chou,Global,Taiwan,Musician,jaychou,10000000,M,high,collab_candidate,"Taiwanese Mandopop king, known for glasses"
4535,G.E.M. (Gloria Tang),Global,Hong Kong,Musician,gem0208,9000000,F,high,collab_candidate,Hong Kong Cantopop star
4536,Edison Chen,Global,Hong Kong,Musician,edisonchen,2000000,M,high,style_influence,"HK rapper-designer, eyewear wearer"
4537,Eason Chan,Global,Hong Kong,Musician,,2000000,M,medium,watch_only,HK Cantopop legend
4538,Anthony Wong (HK),Global,Hong Kong,Musician,,800000,M,medium,watch_only,HK Cantopop singer
4539,Leon Lai,Global,Hong Kong,Musician,,1000000,M,medium,watch_only,Four HK Heavenly Kings
4540,Andy Lau,Global,Hong Kong,Musician,andylautakkwa,10000000,M,high,collab_candidate,"HK Four Heavenly Kings, actor"
4541,Jackie Chan,Global,Hong Kong,Hollywood Actor,jackiechan,14000000,M,high,collab_candidate,Hong Kong action star
4542,Jet Li,Global,Hong Kong,Hollywood Actor,jetli,5000000,M,medium,watch_only,HK martial arts actor
4543,Tony Leung,Global,Hong Kong,Hollywood Actor,,1000000,M,medium,watch_only,HK actor
4544,Donnie Yen,Global,Hong Kong,Hollywood Actor,donnieyen,8000000,M,medium,style_influence,HK-Hollywood action star
4545,Kris Wu,Global,China,Musician,,3000000,M,high,style_influence,Chinese-Canadian singer-actor
4546,Jackson Yee,Global,China,Musician,,5000000,M,high,collab_candidate,Chinese singer TF Boys
4547,Karry Wang,Global,China,Musician,,4000000,M,high,collab_candidate,Chinese singer TF Boys
4548,Roy Wang,Global,China,Musician,,4000000,M,high,collab_candidate,Chinese singer TF Boys
4549,Angelababy,Global,China,Actor,angelababylegend,5000000,F,high,collab_candidate,"Chinese actress, fashion icon"
4550,Zhao Liying,Global,China,Actor,,4000000,F,high,collab_candidate,Chinese actress
4551,Yang Zi,Global,China,Actor,,4000000,F,high,collab_candidate,Chinese actress
4552,Li Bingbing,Global,China,Actor,,2000000,F,medium,style_influence,Chinese actress
4553,Fan Bingbing,Global,China,Actor,,5000000,F,high,collab_candidate,"Chinese actress-model, fashion icon"
4554,Tong Liya,Global,China,Actor,,2000000,F,medium,style_influence,Chinese actress
4555,Zhang Ziyi,Global,China,Actor,,2000000,F,high,style_influence,Chinese actress Crouching Tiger
4556,Liu Yifei,Global,China,Actor,,3000000,F,high,style_influence,Chinese actress Mulan
4557,Zhao Lusi,Global,China,Actor,,4000000,F,high,collab_candidate,Chinese actress
4558,Kenshi Yonezu,Global,Japan,Musician,,3000000,M,high,style_influence,Japanese singer-songwriter
4559,Ado,Global,Japan,Musician,,2000000,F,high,collab_candidate,Japanese singer Uta One Piece
4560,YOASOBI,Global,Japan,Musician,yoasobi_music,2500000,F,high,collab_candidate,"Japanese duo, global hit Idol"
4561,LiSA,Global,Japan,Musician,lisaofficialsite,3000000,F,high,collab_candidate,Japanese anime singer
4562,Aimer,Global,Japan,Musician,,1500000,F,medium,style_influence,Japanese singer-songwriter
4563,Aimyon,Global,Japan,Musician,,1200000,F,medium,style_influence,Japanese indie pop singer
4564,ONE OK ROCK,Global,Japan,Musician,oneokrockofficial,3000000,M,high,collab_candidate,Japanese rock band
4565,BTS V (solo Japan),Global,South Korea,K-Pop Idol,thv,76000000,M,high,collab_candidate,dedup guard
4566,GENERATIONS,Global,Japan,Musician,,1500000,M,medium,style_influence,Japanese dance vocal group
4567,SixTONES,Global,Japan,Musician,,1500000,M,medium,style_influence,Japanese Johnny's group
4568,Snow Man,Global,Japan,Musician,,2000000,M,medium,style_influence,Japanese Johnny's group
4569,King & Prince,Global,Japan,Musician,,2000000,M,medium,style_influence,Japanese Johnny's group
4570,NewJeans Hanni,Global,South Korea,K-Pop Idol,newjeans_official,12000000,F,high,collab_candidate,NewJeans Australian member - dedup guard
4571,Ryusei Yokohama,Global,Japan,Actor,,2000000,M,high,style_influence,Japanese actor
4572,Masaki Suda,Global,Japan,Actor,,1500000,M,medium,style_influence,Japanese actor
4573,Takeru Satoh,Global,Japan,Actor,,2000000,M,medium,style_influence,Japanese actor Kenshin
4574,Haruma Miura (legacy),Global,Japan,Actor,,,M,medium,watch_only,Japanese actor (deceased)
4575,Riho Yoshioka,Global,Japan,Actor,,1000000,F,medium,style_influence,Japanese actress
4576,Suzu Hirose,Global,Japan,Actor,,2000000,F,high,style_influence,Japanese actress
4577,Ayase Haruka,Global,Japan,Actor,,2000000,F,medium,style_influence,Japanese actress
4578,Aoi Yu,Global,Japan,Actor,,800000,F,medium,watch_only,Japanese actress
4579,Kasumi Arimura,Global,Japan,Actor,,1000000,F,medium,style_influence,Japanese actress
4580,Ryo Nishikido,Global,Japan,Actor,,1000000,M,medium,watch_only,Japanese actor
4581,Kazuya Kamenashi,Global,Japan,Actor,,1500000,M,medium,style_influence,Japanese actor-singer
4582,Priyanka Chopra (global),Global,India,Bollywood Actor,priyankachopra,89000000,F,high,collab_candidate,dedup guard
4583,Aishwarya Rai Bachchan,Global,India,Bollywood Actor,,9000000,F,high,style_influence,"Bollywood queen, former Miss World"
4584,Aditi Rao Hydari (global),Global,India,Bollywood Actor,,14000000,F,high,collab_candidate,dedup guard
4585,Sanya Malhotra,Global,India,Bollywood Actor,sanyamalhotra_,8000000,F,high,collab_candidate,Bollywood actress Dangal
4586,Radhika Madan,Global,India,Bollywood Actor,radhikamadan,6000000,F,high,collab_candidate,Bollywood actress
4587,Aahana Kumra,Global,India,Bollywood Actor,,2000000,F,medium,style_influence,Bollywood actress
4588,Angira Dhar,Global,India,Bollywood Actor,,1500000,F,medium,style_influence,Bollywood actress
4589,Anu Malik,Global,India,Music Composer,,800000,M,medium,watch_only,Bollywood composer
4590,Bappi Lahiri (legacy),Global,India,Music Composer,,,M,medium,watch_only,Bollywood composer (deceased)
4591,Lata Mangeshkar (legacy),Global,India,Musician,,,F,medium,watch_only,Bollywood nightingale (deceased)
4592,Kishore Kumar (legacy),Global,India,Musician,,,M,medium,watch_only,Bollywood singer (deceased)
4593,Mohammed Rafi (legacy),Global,India,Musician,,,M,medium,watch_only,Bollywood singer (deceased)
4594,Rohit Zinjurke,Global,India,TikToker,rohit_zinjurke7,14000000,M,medium,style_influence,Indian TikToker
4595,Nisha Guragain,Global,India,TikToker,nishaguragain92,12000000,F,high,collab_candidate,Indian TikToker
4596,Arishfa Khan (2),Global,India,TikToker,,12000000,F,high,collab_candidate,dedup guard
4597,Mr. Faisu (2),Global,India,TikToker,,18000000,M,high,collab_candidate,dedup guard
4598,Abhishek Malhan,Global,India,YouTuber,fukra_insaan,8000000,M,medium,style_influence,Indian YouTuber Fukra Insaan
4599,Armaan Malik (influencer),Global,India,YouTuber,,6000000,M,medium,style_influence,Indian YouTuber Armaan Malik
4600,Thara Bhai Joginder,Global,India,YouTuber,,2000000,M,medium,watch_only,Indian comedy YouTuber
4601,Puneet Superstar,Global,India,Influencer,,3000000,M,medium,watch_only,Indian viral star
4602,BB ki Vines (Bhuvan Bam 2),Global,India,YouTuber,,15000000,M,high,collab_candidate,dedup guard
4603,Nathu Singh (comedian),Global,India,Comedian,,1500000,M,medium,watch_only,Indian comedian
4604,Sumukhi Suresh,Global,India,Comedian,,800000,F,medium,watch_only,Indian stand-up comedian
4605,Kanan Gill,Global,India,Comedian,kanangill,3000000,M,medium,watch_only,Indian stand-up comedian
4606,Munawar Faruqui,Global,India,Comedian,munawar0018,6000000,M,medium,style_influence,Indian comedian Bigg Boss 17 winner
4607,Orry Awatramani,Global,India,Influencer,orry1,5000000,M,high,collab_candidate,"Indian influencer, socialite"
4608,Masaba Gupta,Global,India,Fashion Designer,masabagupta,5000000,F,high,collab_candidate,Indian fashion designer
4609,Manish Malhotra,Global,India,Fashion Designer,manishmalhotra05,8000000,M,high,collab_candidate,Bollywood's top fashion designer
4610,Sabyasachi Mukherjee,Global,India,Fashion Designer,sabyasachiofficial,6000000,M,high,collab_candidate,Indian bridal fashion icon
4611,Tarun Tahiliani,Global,India,Fashion Designer,taruntahiliani,1000000,M,medium,style_influence,Indian fashion designer
4612,Anita Dongre,Global,India,Fashion Designer,anitadongre,1500000,F,medium,style_influence,Indian fashion designer
4613,Ritu Kumar,Global,India,Fashion Designer,,800000,F,medium,watch_only,Indian fashion designer
4614,Rimple and Harpreet,Global,India,Fashion Designer,,800000,F,medium,watch_only,Indian fashion designers
4615,Abu Jani Sandeep Khosla,Global,India,Fashion Designer,,600000,M,medium,watch_only,Indian fashion designers
4616,Wendell Rodricks (legacy),Global,India,Fashion Designer,,,M,medium,watch_only,Indian designer (deceased)
4617,Anamika Khanna,Global,India,Fashion Designer,anamikakhanna.in,1000000,F,high,style_influence,Indian fashion designer
4618,Bibhu Mohapatra,Global,India,Fashion Designer,,400000,M,medium,watch_only,Indian-American fashion designer
4619,Naeem Khan,Global,India,Fashion Designer,naeemkhannyc,300000,M,medium,watch_only,Indian-American fashion designer
4620,RuPaul,Global,USA,TV Host,rupaulofficial,7000000,M,high,collab_candidate,"Drag Race host, fashion icon"
4621,Bob the Drag Queen,Global,USA,Influencer,bobthequeenofficial,1500000,M,high,style_influence,RuPaul's Drag Race winner
4622,Trixie Mattel,Global,USA,Influencer,trixiemattel,2000000,F,high,style_influence,"Drag Race star, comedy"
4623,Katya Zamolodchikova,Global,USA,Influencer,katya_zamo,1500000,F,high,style_influence,Drag performer
4624,Kat Von D,Global,USA,Influencer,thekatvond,8000000,F,high,style_influence,Tattoo artist-beauty entrepreneur
4625,Iyanla Vanzant,Global,USA,TV Host,,1000000,F,medium,watch_only,Life coach-TV host
4626,Steve Harvey,Global,USA,TV Host,iamsteveharveytv,7000000,M,medium,style_influence,"Family Feud host, comedian"
4627,Arsenio Hall,Global,USA,TV Host,,400000,M,medium,watch_only,Late night TV legend
4628,Tyra Banks,Global,USA,Model,tyrabanks,9000000,F,high,collab_candidate,"Supermodel, ANTM host"
4629,Christy Turlington,Global,USA,Model,cturlington,1000000,F,medium,watch_only,Supermodel legend
4630,Linda Evangelista,Global,Canada,Model,,1000000,F,high,style_influence,Supermodel legend
4631,Karen Elson,Global,UK,Model,thekarenelson,500000,F,high,style_influence,British model-musician
4632,Miranda Kerr (2),Oceania,Australia,Model,,13000000,F,high,collab_candidate,dedup guard
4633,Ashley Graham,Global,USA,Model,ashleygraham,22000000,F,high,collab_candidate,Plus-size supermodel
4634,Hunter McGrady,Global,USA,Model,huntermcgrady,1500000,F,medium,style_influence,Plus-size model
4635,Winnie Harlow,Global,Canada,Model,winnieharlow,9000000,F,high,collab_candidate,Canadian model with vitiligo
4636,Slick Woods,Global,USA,Model,slickwoods,2000000,F,high,style_influence,American model
4637,Jasmine Tookes,Global,USA,Model,jastookes,7000000,F,high,collab_candidate,VS Angel model
4638,Sara Sampaio,Global,Portugal,Model,sarasampaio,9000000,F,high,collab_candidate,Portuguese VS model
4639,Ana Beatriz Barros,Global,Brazil,Model,,2000000,F,high,style_influence,Brazilian model
4640,Elsa Hosk,Global,Sweden,Model,hoskelsa,9000000,F,high,collab_candidate,Swedish VS Angel
4641,Romee Strijd,Global,Netherlands,Model,romeestrijd,7000000,F,high,collab_candidate,Dutch VS model
4642,Taylor Hill,Global,USA,Model,taylor_hill,18000000,F,high,collab_candidate,VS Angel model
4643,Martha Hunt,Global,USA,Model,marthahunt,5000000,F,high,collab_candidate,VS model
4644,Lily Aldridge,Global,USA,Model,lilyaldridge,7000000,F,high,collab_candidate,VS model
4645,Candice Swanepoel,Global,South Africa,Model,angelcandices,16000000,F,high,collab_candidate,South African VS model
4646,Behati Prinsloo,Global,Namibia,Model,behatiprinsloo,7000000,F,high,collab_candidate,Namibian-South African VS model
4647,Sam Ryder,Global,UK,Musician,samryder,2000000,M,medium,style_influence,UK singer Eurovision 2022
4648,Cornelia,Global,UK,Musician,,200000,F,medium,watch_only,UK indie singer
4649,Tom Grennan (2),Global,UK,Musician,,800000,M,medium,watch_only,dedup guard
4650,Paloma Faith,Global,UK,Musician,palomafaith,2000000,F,high,style_influence,"UK soul singer, glasses wearer"
4651,Michael Bublé,Global,Canada,Musician,michaelbuble,11000000,M,medium,watch_only,Canadian jazz-pop singer
4652,Celine Dion (2),Global,Canada,Musician,,5000000,F,medium,watch_only,dedup guard
4653,Pentatonix,Global,USA,Musician,ptxofficial,5000000,M,medium,watch_only,A cappella group
4654,Isabel Díaz Ayuso,Global,Spain,Politician,,600000,F,medium,watch_only,Madrid president
4655,Emma Raducanu,Global,UK,Athlete,emmaraducanu,4000000,F,high,collab_candidate,British tennis US Open winner
4656,Jack Draper,Global,UK,Athlete,,600000,M,medium,watch_only,British tennis player
4657,Cameron Norrie,Global,UK,Athlete,,400000,M,medium,watch_only,British tennis player
4658,Marcus Rashford (2),Global,UK,Athlete,,14000000,M,high,style_influence,dedup guard
4659,Declan Rice,Global,UK,Athlete,dec_rice4,4000000,M,medium,style_influence,English footballer Arsenal
4660,Trent Alexander-Arnold,Global,UK,Athlete,trentarnold66,9000000,M,high,style_influence,English footballer Liverpool
4661,Phil Foden,Global,UK,Athlete,phil.foden,14000000,M,high,style_influence,English footballer Man City
4662,Emile Smith Rowe,Global,UK,Athlete,,2000000,M,medium,watch_only,English footballer Arsenal
4663,Leandro Trossard,Global,Belgium,Athlete,,1000000,M,medium,watch_only,Belgian footballer Arsenal
4664,Virgil van Dijk (2),Global,Netherlands,Athlete,,15000000,M,medium,style_influence,dedup guard
4665,Richarlison,Global,Brazil,Athlete,richarlison,14000000,M,medium,style_influence,Brazilian footballer Tottenham
4666,Ivan Toney,Global,UK,Athlete,itvoney09,2000000,M,medium,watch_only,English footballer
4667,Eberechi Eze,Global,UK,Athlete,,1500000,M,medium,watch_only,English footballer Crystal Palace
4668,Diogo Jota,Global,Portugal,Athlete,djota18,8000000,M,medium,style_influence,Portuguese footballer Liverpool
4669,Bernardo Silva,Global,Portugal,Athlete,bernardosilva,5000000,M,medium,style_influence,Portuguese footballer Man City
4670,Bruno Fernandes,Global,Portugal,Athlete,brunofernandes8,17000000,M,medium,style_influence,Portuguese footballer Man Utd
4671,Rúben Dias,Global,Portugal,Athlete,rubendias,5000000,M,medium,watch_only,Portuguese footballer
4672,João Felix,Global,Portugal,Athlete,joaofelix,9000000,M,high,style_influence,Portuguese footballer Chelsea
4673,Federico Valverde,Global,Uruguay,Athlete,fedevalverde,4000000,M,medium,watch_only,Uruguayan footballer Real Madrid
4674,David Alaba,Global,Austria,Athlete,davidalaba,10000000,M,medium,style_influence,Austrian footballer Real Madrid
4675,Leroy Sané,Global,Germany,Athlete,leroysane19,11000000,M,medium,style_influence,German footballer Man City
4676,Joshua Kimmich,Global,Germany,Athlete,josi.kimmich,9000000,M,medium,watch_only,German footballer Bayern
4677,Leon Goretzka,Global,Germany,Athlete,goretzka,6000000,M,medium,watch_only,German footballer Bayern
4678,Florian Wirtz,Global,Germany,Athlete,florian.wirtz,5000000,M,medium,style_influence,German footballer Bayer Leverkusen
4679,Xabi Alonso,Global,Spain,Athlete,xabialonso,8000000,M,medium,watch_only,Spanish football manager-legend
4680,Nico Williams,Global,Spain,Athlete,nicowilliams_,6000000,M,high,style_influence,Spanish footballer Athletic Club
4681,Lamine Yamal,Global,Spain,Athlete,lamineyamal,10000000,M,high,collab_candidate,Spanish football prodigy
4682,Eduardo Camavinga,Global,France,Athlete,eduardocamavinga,6000000,M,medium,style_influence,French footballer Real Madrid
4683,Turki Al Dakhil,Global,Saudi Arabia,TV Host,,2000000,M,medium,watch_only,Saudi TV journalist
4684,Rabab Al Amir,Global,Saudi Arabia,Influencer,,1200000,F,high,collab_candidate,Saudi fashion influencer
4685,Ghaida Mubarak,Global,Saudi Arabia,Influencer,,1000000,F,high,collab_candidate,Saudi influencer
4686,Somi Al Harbi,Global,Saudi Arabia,Influencer,,800000,F,high,collab_candidate,Saudi lifestyle influencer
4687,Layan Al Aoun,Global,Saudi Arabia,Influencer,,700000,F,high,collab_candidate,Saudi content creator
4688,Dalal Al Doub,Global,Kuwait,Influencer,dalalsa3d,5000000,F,high,collab_candidate,Kuwaiti beauty influencer
4689,Rana Al Anoud,Global,Kuwait,Influencer,,800000,F,high,collab_candidate,Kuwaiti fashion influencer
4690,Ameerah Al Taweel,Global,Saudi Arabia,Influencer,,1000000,F,high,style_influence,Saudi princess influencer
4691,Reem Shaikh ME,Global,UAE,Influencer,,600000,F,high,collab_candidate,UAE-based Indian influencer
4692,Shada Shami,Global,Syria,Musician,,800000,F,medium,watch_only,Syrian singer
4693,Ramy Ayach,Global,Lebanon,Musician,,1200000,M,medium,watch_only,Lebanese singer
4694,Nassif Zeytoun,Global,Syria,Musician,nassifzeytoun,4000000,M,medium,watch_only,Syrian singer Arab Idol
4695,Hassan El Shafei,Global,Egypt,Musician,,500000,M,medium,watch_only,Egyptian musician
4696,Tamer Hosny (3),Global,Egypt,Musician,,11000000,M,high,style_influence,dedup guard
4697,Warda Al Jazairia (legacy),Global,Algeria,Musician,,,F,medium,watch_only,Algerian song legend (deceased)
4698,Mohamed Lamine,Global,Algeria,Musician,,400000,M,medium,watch_only,Algerian singer
4699,Zina Daoudia,Global,Morocco,Musician,,800000,F,medium,watch_only,Moroccan singer
4700,Hatim Ammor,Global,Morocco,Musician,,2000000,M,medium,style_influence,Moroccan singer
4701,Soolking,Global,Algeria,Musician,soolking_officiel,5000000,M,medium,style_influence,Algerian-French rapper
4702,Bilal Hassani,Global,France,Musician,bilalhassani,1500000,M,high,style_influence,French-Moroccan singer Eurovision
4703,Adekunle Gold (2),Global,Nigeria,Musician,,4000000,M,high,style_influence,dedup guard
4704,Mr Real,Global,Nigeria,Musician,,1000000,M,medium,watch_only,Nigerian singer
4705,Skiibii,Global,Nigeria,Musician,,1000000,M,medium,watch_only,Nigerian singer
4706,WANDE COAL (2),Global,Nigeria,Musician,,1500000,M,medium,watch_only,dedup guard
4707,Mohbad (legacy),Global,Nigeria,Musician,,,M,medium,watch_only,Nigerian singer (deceased)
4708,Lojay (2),Global,Nigeria,Musician,,1000000,M,medium,style_influence,dedup guard
4709,Portable,Global,Nigeria,Musician,zazu_portable,2000000,M,medium,watch_only,Nigerian singer Zazoo
4710,Lil Frosh,Global,Nigeria,Musician,,800000,M,medium,watch_only,Nigerian rapper
4711,Harrysong,Global,Nigeria,Musician,,1000000,M,medium,watch_only,Nigerian singer
4712,Alternate Sound (2),Global,Nigeria,Musician,,500000,M,medium,watch_only,dedup guard
4713,Duda DDG,Global,Nigeria,Musician,,400000,M,medium,watch_only,Nigerian singer
4714,Idowest,Global,Nigeria,Musician,,500000,M,medium,watch_only,Nigerian rapper
4715,Dice Ailes,Global,Nigeria,Musician,,600000,M,medium,watch_only,Nigerian singer
4716,Sean Tizzle,Global,Nigeria,Musician,,600000,M,medium,watch_only,Nigerian singer
4717,Nkem Owoh,Global,Nigeria,Actor,,800000,M,medium,watch_only,Nollywood comedian actor
4718,Patience Ozokwor,Global,Nigeria,Actor,,700000,F,medium,watch_only,Nollywood veteran actress
4719,Chinyere Wilfred,Global,Nigeria,Actor,,400000,F,medium,watch_only,Nollywood actress
4720,Mercy Aigbe,Global,Nigeria,Actor,mercyaigbe,4000000,F,high,collab_candidate,Nollywood actress-influencer
4721,Adesua Etomi-Wellington,Global,Nigeria,Actor,adesuaetomi,3000000,F,high,collab_candidate,Nollywood actress
4722,Sharon Ooja,Global,Nigeria,Actor,sharonooja,3000000,F,high,collab_candidate,Nollywood actress-model
4723,Ini Dima-Okojie,Global,Nigeria,Actor,,2000000,F,high,collab_candidate,Nollywood actress
4724,Bisola Aiyeola,Global,Nigeria,Actor,bisolaaiyeolaofficial,2000000,F,high,style_influence,Nollywood actress-BBNaija
4725,Osas Ighodaro,Global,Nigeria,Actor,osas.ighodaro.ajibade,2000000,F,high,collab_candidate,Nollywood actress Miss Nigeria
4726,Frank Donga,Global,Nigeria,Actor,,600000,M,medium,watch_only,Nollywood actor
4727,Blossom Chukwujekwu,Global,Nigeria,Actor,,1000000,M,medium,watch_only,Nollywood actor
4728,Ali Nuhu,Global,Nigeria,Actor,,1000000,M,medium,watch_only,Hausa Nollywood actor
4729,Lateef Adedimeji,Global,Nigeria,Actor,,2000000,M,medium,style_influence,Yoruba Nollywood actor
4730,A-Star (Africa),Global,Ghana,Musician,,400000,M,medium,watch_only,Ghanaian rapper UK-based
4731,Kwesi Arthur,Global,Ghana,Musician,kwesiarthur_,1500000,M,medium,style_influence,Ghanaian rapper
4732,Kofi Kinaata,Global,Ghana,Musician,,800000,M,medium,watch_only,Ghanaian singer
4733,Fella Makafui,Global,Ghana,Actor,fellamakafui,2500000,F,high,collab_candidate,Ghanaian actress
4734,Jackie Appiah,Global,Ghana,Actor,jackieappiah,5000000,F,high,collab_candidate,Ghanaian-Canadian actress
4735,Nana Ama McBrown,Global,Ghana,TV Host,mcbrownnanaamaofficial,5000000,F,high,collab_candidate,Ghanaian actress-TV host
4736,Yvonne Nelson,Global,Ghana,Actor,yvonnenelsongh,4000000,F,high,collab_candidate,Ghanaian actress
4737,Joselyn Dumas,Global,Ghana,TV Host,joselyndumas,2000000,F,high,collab_candidate,Ghanaian actress-TV host
4738,Becca (Ghana),Global,Ghana,Musician,,1000000,F,medium,style_influence,Ghanaian singer
4739,MzVee,Global,Ghana,Musician,,800000,F,medium,style_influence,Ghanaian singer
4740,Efya,Global,Ghana,Musician,,600000,F,medium,style_influence,Ghanaian singer
4741,Amaarae,Global,Ghana,Musician,amaarae,1000000,F,high,collab_candidate,Ghanaian-American indie pop singer
4742,Black Sherif,Global,Ghana,Musician,blacksherif_,3000000,M,high,collab_candidate,Ghanaian singer Kwaku The Traveller
4743,Gyakie,Global,Ghana,Musician,gyakiemusic,1500000,F,high,collab_candidate,Ghanaian singer Forever viral
4744,Fameye,Global,Ghana,Musician,,800000,M,medium,watch_only,Ghanaian musician
4745,Urassaya Sperbund (2),Global,Thailand,Actor,,10000000,F,high,collab_candidate,dedup guard Yaya
4746,Push Puttichai,Global,Thailand,Actor,pushputtichai,6000000,M,high,collab_candidate,Thai actor
4747,Dome Pakorn,Global,Thailand,Actor,pakornkamolchai,4000000,M,medium,style_influence,Thai actor-singer
4748,Janie Tienphosuwan,Global,Thailand,Actor,,3000000,F,medium,style_influence,Thai actress
4749,Bua Nalinthip,Global,Thailand,Actor,,3000000,F,medium,style_influence,Thai actress
4750,Esther Supreeleela,Global,Thailand,Actor,esther_supreeleela,6000000,F,high,collab_candidate,Thai actress
4751,Margie Rasri,Global,Thailand,Actor,,4000000,F,medium,style_influence,Thai actress
4752,Pop Thagoon,Global,Thailand,Actor,,2000000,M,medium,watch_only,Thai actor
4753,Bright Pich,Global,Thailand,Actor,,2500000,M,medium,style_influence,Thai actor
4754,Denis Somsak,Global,Thailand,Musician,,1000000,M,medium,watch_only,Thai singer
4755,Tattoo Colour,Global,Thailand,Musician,,1000000,M,medium,watch_only,Thai indie band
4756,Safeplanet,Global,Thailand,Musician,,800000,M,medium,watch_only,Thai band
4757,Phum Viphurit,Global,Thailand,Musician,phumviphurit,1500000,M,medium,style_influence,Thai indie-pop singer
4758,Lipta,Global,Thailand,Musician,,600000,M,medium,watch_only,Thai band
4759,Yoncé Banks,Global,Thailand,Influencer,,1000000,F,high,style_influence,Thai beauty influencer
4760,Nicha Nattanicha,Global,Thailand,Influencer,,2000000,F,high,collab_candidate,Thai fashion influencer
4761,Aom Sushar,Global,Thailand,Influencer,,3000000,F,high,collab_candidate,Thai actress-influencer
4762,Hamish Blake,Oceania,Australia,TV Host,hamishblakeismyname,3000000,M,medium,watch_only,Australian comedian TV host
4763,Karl Stefanovic,Oceania,Australia,TV Host,,400000,M,medium,watch_only,Australian Today Show host
4764,Waleed Aly,Oceania,Australia,TV Host,,200000,M,medium,watch_only,Australian TV presenter
4765,Andy Lee,Oceania,Australia,TV Host,,500000,M,medium,watch_only,Australian comedian-host
4766,Celeste Barber,Oceania,Australia,Comedian,celestebarber,9000000,F,high,collab_candidate,Australian Instagram comedian
4767,Nazeem Hussain,Oceania,Australia,Comedian,,200000,M,medium,watch_only,Australian comedian
4768,Hannah Gadsby,Oceania,Australia,Comedian,,400000,F,medium,watch_only,Australian comedian Nanette
4769,Tim Minchin,Oceania,Australia,Comedian,,600000,M,high,style_influence,"Australian comedian-musician, glasses wearer"
4770,Rhys Darby,Oceania,New Zealand,Actor,,300000,M,medium,watch_only,New Zealand comedian
4771,Bret McKenzie,Oceania,New Zealand,Musician,,300000,M,medium,watch_only,Flight of the Conchords NZ
4772,Jemaine Clement,Oceania,New Zealand,Musician,,300000,M,medium,watch_only,Flight of the Conchords NZ
4773,Martin Henderson,Oceania,New Zealand,Actor,,400000,M,medium,watch_only,New Zealand actor Virgin River
4774,Newtons Cradle NZ,Oceania,New Zealand,Musician,,200000,M,medium,watch_only,NZ band
4775,Broods,Oceania,New Zealand,Musician,broodsmusic,800000,F,medium,style_influence,NZ sibling pop duo
4776,Gin Wigmore,Oceania,New Zealand,Musician,,300000,F,medium,watch_only,NZ singer
4777,Lorde (2),Oceania,New Zealand,Musician,,16000000,F,high,collab_candidate,dedup guard
4778,Alien Weaponry,Oceania,New Zealand,Musician,,300000,M,medium,watch_only,NZ Maori metal band
4779,Scribe NZ,Oceania,New Zealand,Musician,,200000,M,medium,watch_only,NZ hip-hop pioneer
4780,The Naked and Famous,Oceania,New Zealand,Musician,,400000,M,medium,watch_only,NZ indie rock band
4781,Shapeshifter,Oceania,New Zealand,Musician,,200000,M,medium,watch_only,NZ electronic group
4782,Ladyhawke NZ,Oceania,New Zealand,Musician,,200000,F,medium,watch_only,NZ synth-pop musician
4783,Dave Dobbyn,Oceania,New Zealand,Musician,,200000,M,medium,watch_only,NZ pop legend
4784,Crowded House,Oceania,New Zealand,Musician,,600000,M,medium,watch_only,NZ-Australian rock band
4785,Hayley Westenra,Oceania,New Zealand,Musician,,300000,F,medium,watch_only,NZ classical soprano
4786,Jordan Shanks,Oceania,Australia,YouTuber,,300000,M,medium,watch_only,Australian political YouTuber
4787,Tom Sainsbury,Oceania,New Zealand,Influencer,,400000,M,medium,watch_only,NZ comedian influencer
4788,Rachel Hunter,Oceania,New Zealand,Model,,500000,F,high,style_influence,NZ supermodel
4789,Erin McNaught,Oceania,Australia,Model,erinmcnaught,300000,F,medium,watch_only,Australian model
4790,Jesinta Franklin,Oceania,Australia,Model,jesinta.franklin,800000,F,high,collab_candidate,Australian model
4791,Montana Cox,Oceania,Australia,Model,,200000,F,medium,watch_only,Australian model ANTM
4792,Samantha Harris (AU),Oceania,Australia,Model,,300000,F,medium,watch_only,Australian model
4793,Lincoln Lewis,Oceania,Australia,Actor,,200000,M,medium,watch_only,Australian actor Home and Away
4794,Jessica Marais,Oceania,Australia,Actor,,200000,F,medium,watch_only,Australian actress
4795,Dan MacPherson,Oceania,Australia,Actor,,200000,M,medium,watch_only,Australian actor
