handle,name,country,iso_alpha2,iso_alpha3,region,hq_city,category,subcategory,business_type,business_model,price_tier,founded_year,ownership_type,is_public,stock_ticker,website,domain,instagram_url,linkedin_url,facebook_url,youtube_url,tiktok_handle,instagram_followers,employee_estimate,store_estimate,revenue_usd_estimate,naics_code,sic_code,is_d2c,is_manufacturer,is_retailer,is_luxury,is_smart_eyewear,has_manufacturing,sustainability_focus,description,tags,completeness_pct,confidence_pct,needs_reverification
decoracet,DECORACET,France,FR,FRA,Europe,Jura,Manufacturer,,Manufacturer,,,,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,,Manufacturer|Europe|France,38,45,True
dalloz-creations,Dalloz Creations,France,FR,FRA,Europe,Jura,Manufacturer,,Manufacturer,,,,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,,Manufacturer|Europe|France,38,45,True
modot,MODOT,France,FR,FRA,Europe,Jura,Manufacturer,,Manufacturer,,,,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,,Manufacturer|Europe|France,38,45,True
cts,CTS,France,FR,FRA,Europe,Jura,Manufacturer,,Manufacturer,,,,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,,Manufacturer|Europe|France,38,45,True
vuillet-vega,Vuillet Vega,France,FR,FRA,Europe,Jura,Manufacturer,,Manufacturer,,,1843,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,,Manufacturer|Europe|France,41,45,True
www.gennyofficial,Genny,Italy,IT,ITA,Europe,Ancona,Eyewear Brand,,Brand,,,1962,,False,,https://genny.com,genny.com,https://instagram.com/www.gennyofficial,https://www.linkedin.com/company/genny-italy/,,,,210000,,,,339115,3827,False,False,False,False,False,False,False,Fashion and eyewear,Brand|Europe|Italy,62,45,True
www.icebergofficial,Iceberg,Italy,IT,ITA,Europe,San Giovanni in Marignano,Eyewear Brand,,Brand,,,1974,,False,,https://iceberg.com,iceberg.com,https://instagram.com/www.icebergofficial,https://www.linkedin.com/company/iceberg-fashion/,,,,180000,,,,339115,3827,False,False,False,False,False,False,False,Fashion and eyewear,Brand|Europe|Italy,62,45,True
www.marni,Marni,Italy,IT,ITA,Europe,Milan,Fashion/Luxury Eyewear,,Luxury,,,1994,,False,,https://marni.com,marni.com,https://instagram.com/www.marni,https://www.linkedin.com/company/marni/,,,,900000,,,,339115,3827,False,False,False,False,False,False,False,Luxury fashion and eyewear,Luxury|Europe|Italy,62,45,True
www.misssixty,Miss Sixty,Italy,IT,ITA,Europe,Rome,Eyewear Brand,,Brand,,,1991,,False,,https://misssixty.com,misssixty.com,https://instagram.com/www.misssixty,https://www.linkedin.com/company/miss-sixty/,,,,350000,,,,339115,3827,False,False,False,False,False,False,False,Fashion and eyewear,Brand|Europe|Italy,62,45,True
www.ovspeople,OVS,Italy,IT,ITA,Europe,Mestre,Optical Retail Chain,,Retailer,,,1972,,False,,https://ovsfashion.com,ovsfashion.com,https://instagram.com/www.ovspeople,https://www.linkedin.com/company/ovs/,,,,120000,,,,446130,5995,False,False,True,False,False,False,False,Clothing and eyewear retailer,Retailer|Europe|Italy,62,45,True
www.antica_occhialeria,Antica Occhialeria,Italy,IT,ITA,Europe,Florence,Eyewear Brand,,Brand,,,1956,,False,,https://anticaocchialeria.com,anticaocchialeria.com,https://instagram.com/www.antica_occhialeria,https://www.linkedin.com/company/antica-occhialeria/,,,,35000,,,,339115,3827,False,False,False,False,False,False,False,"Family-run, artisanal eyewear",Brand|Europe|Italy,62,45,True
www.mondelliani,Mondelliani,Italy,IT,ITA,Europe,Rome,Eyewear Brand,,Brand,,,1936,,False,,https://mondelliani.it,mondelliani.it,https://instagram.com/www.mondelliani,https://www.linkedin.com/company/mondelliani/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Playful and eccentric eyewear,Brand|Europe|Italy,62,45,True
www.sestini_eyewear,Sestini Eyewear,Italy,IT,ITA,Europe,Unknown,Eyewear Brand,,Brand,,,2020,,False,,https://sestinieyewear.com,sestinieyewear.com,https://instagram.com/www.sestini_eyewear,https://www.linkedin.com/company/sestini-eyewear/,,,,28000,,,,339115,3827,False,False,False,False,False,False,False,"Modern, elegant eyewear",Brand|Europe|Italy,62,45,True
www.gasteyewear,Gast,Italy,IT,ITA,Europe,Milan,Eyewear Brand,,Brand,,,,,False,,https://gastdistribution.com,gastdistribution.com,https://instagram.com/www.gasteyewear,https://www.linkedin.com/company/gast-distribution/,,,,15000,,,,339115,3827,False,False,False,False,False,False,False,"Independent, anti-industry priced eyewear",Brand|Europe|Italy,59,45,True
www.ophyeyewear,Ophy Eyewear,Italy,IT,ITA,Europe,Sicily,Eyewear Brand,,Brand,,,2018,,False,,https://ophyeyewear.com,ophyeyewear.com,https://instagram.com/www.ophyeyewear,https://www.linkedin.com/company/ophy-eyewear/,,,,15200,,,,339115,3827,False,False,False,False,False,False,False,"Architecture-inspired, geometric eyewear",Brand|Europe|Italy,62,45,True
general-eyewear,General Eyewear,Ireland,IE,IRL,Europe,,Eyewear Brand,,Brand,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,,Brand|Europe|Ireland,35,45,True
roger-pope-partners,Roger Pope & Partners,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Retailer,,,,,False,,,,,https://www.linkedin.com/company/roger-pope-&-partners/,,,,,,,,446130,5995,False,False,True,False,False,False,False,,Retailer|Europe|Ireland,35,45,True
ultravision,UltraVision,Ireland,IE,IRL,Europe,,Contact Lens Company,,Contact Lens,,,,,False,,,,,https://www.linkedin.com/company/ultravision-ireland/,,,,,,,,339115,3851,False,False,False,False,False,False,False,,Lens|Contact Lens|Europe|Ireland,35,45,True
wolf-eyewear,Wolf Eyewear,Ireland,IE,IRL,Europe,,Eyewear Brand,,Brand,,,2009,,False,,https://wolfeyewear.com,wolfeyewear.com,,https://www.linkedin.com/company/wolf-eyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Great British designer eyewear with bold styles and fun colours.,Brand|Europe|Ireland,54,45,True
pewpols,Pewpols,Ireland,IE,IRL,Europe,,Eyewear Brand,,Brand,,,2019,,False,,https://pewpols.com,pewpols.com,,https://www.linkedin.com/company/pewpols/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Independent Irish eyewear brand with a focus on local design and slow fashion.,Brand|Europe|Ireland,54,45,True
sunglasses-ie,Sunglasses.ie,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Online Retailer,,,,,False,,https://sunglasses.ie,sunglasses.ie,,https://www.linkedin.com/company/sunglasses-ie/,,,,,,,,446130,5995,False,False,True,False,False,False,False,One of Ireland’s largest online sunglasses retailers.,Retailer|Online|Europe|Ireland,51,45,True
optica-dublin,Optica Dublin,Ireland,IE,IRL,Europe,Dublin,Optical Retail Chain,,Retailer,,,,,False,,https://opticadublin.com,opticadublin.com,,https://www.linkedin.com/company/optica-dublin/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Premium optical boutique based in central Dublin.,Retailer|Europe|Ireland,54,45,True
urbaneyes,UrbanEyes,Ireland,IE,IRL,Europe,"Dublin, Cork",Optical Retail Chain,,Retailer,,,,,False,,,,,,,,,,,,,446130,5995,False,False,True,False,False,False,False,Optical and sunglasses store with multiple locations.,Retailer|Europe|Ireland,44,45,True
variofit-ireland,VARIOfit Ireland,Ireland,IE,IRL,Europe,,Distributor,,Distributor,,,,,False,,https://variofit.com,variofit.com,,https://www.linkedin.com/company/variofit/,,,,,,,,423460,5048,False,False,False,False,False,False,False,Optical lens and frame provider with in-house finishing lab.,Europe|Ireland,51,45,True
torga-optical-ireland,Torga Optical Ireland,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Optical Chain,,,,,False,,https://torgaoptical.ie,torgaoptical.ie,,https://www.linkedin.com/company/torga-optical-ireland/,,,,,,,,446130,5995,False,False,False,False,False,False,False,"Irish branch of Torga Optical, offering private-label frames and lenses.",Retailer|Europe|Ireland,51,45,True
vision-express-ireland,Vision Express Ireland,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Optical Chain,,,,,False,,https://visionexpress.ie,visionexpress.ie,,https://www.linkedin.com/company/vision-express-ireland,,,,,,,,446130,5995,False,False,False,False,False,False,False,One of the leading optical retail chains in Ireland.,Retailer|Europe|Ireland,51,45,True
mcnally-opticians,McNally Opticians,Ireland,IE,IRL,Europe,Dublin,Optical Retail Chain,,Retailer,,,,,False,,https://mcnallyopticians.ie,mcnallyopticians.ie,,https://www.linkedin.com/company/mcnally-opticians,,,,,,,,446130,5995,False,False,True,False,False,False,False,Family-run business with over 40 years of history.,Retailer|Europe|Ireland,54,45,True
specsavers-ireland,Specsavers Ireland,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Optical Chain,,,,,False,,https://specsavers.ie,specsavers.ie,,https://www.linkedin.com/company/specsavers,,,,,,,,446130,5995,False,False,False,False,False,False,False,International optical retail chain with widespread presence in Ireland.,Retailer|Europe|Ireland,51,45,True
d-i-d-optical,D.I.D. Optical,Ireland,IE,IRL,Europe,Dublin,Optical Retail Chain,,Retailer,,,,,False,,https://didoptical.ie,didoptical.ie,,https://www.linkedin.com/company/did-optical,,,,,,,,446130,5995,False,False,True,False,False,False,False,Independent optician group based in Dublin.,Retailer|Europe|Ireland,54,45,True
optilase-eye-clinic,Optilase Eye Clinic,Ireland,IE,IRL,Europe,,Eyewear Brand,,Other,,,,,False,,https://optilase.com,optilase.com,,https://www.linkedin.com/company/optilase,,,,,,,,339115,3827,False,False,False,False,False,False,False,Specializes in laser eye surgery and advanced vision correction.,Europe|Ireland,51,45,True
for-eyes-opticians,For Eyes Opticians,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Optical Chain,,,,,False,,https://foreyes.ie,foreyes.ie,,https://www.linkedin.com/company/for-eyes-opticians,,,,,,,,446130,5995,False,False,False,False,False,False,False,Irish optician with emphasis on affordability and community service.,Retailer|Europe|Ireland,51,45,True
eyecontact-opticians,EyeContact Opticians,Ireland,IE,IRL,Europe,Galway,Optical Retail Chain,,Retailer,,,,,False,,https://eyecontactopticians.ie,eyecontactopticians.ie,,https://www.linkedin.com/company/eyecontact-opticians,,,,,,,,446130,5995,False,False,True,False,False,False,False,Boutique optical store located in Galway.,Retailer|Europe|Ireland,54,45,True
eyekit-ie,Eyekit.ie,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Online Retailer,,,,,False,,https://eyekit.ie,eyekit.ie,,https://www.linkedin.com/company/eyekit,,,,,,,,446130,5995,False,False,True,False,False,False,False,Online eyewear store serving the Irish market.,Retailer|Online|Europe|Ireland,51,45,True
clearoptical,ClearOptical,Ireland,IE,IRL,Europe,,Distributor,,Distributor,,,,,False,,https://clearoptical.ie,clearoptical.ie,,https://www.linkedin.com/company/clearoptical,,,,,,,,423460,5048,False,False,False,False,False,False,False,Wholesale eyewear supplier based in Ireland.,Europe|Ireland,51,45,True
bonavista-opticians,Bonavista Opticians,Ireland,IE,IRL,Europe,"Dublin, Kildare",Optical Retail Chain,,Optical Chain,,,,,False,,https://bonavistaopticians.ie,bonavistaopticians.ie,,https://www.linkedin.com/company/bonavista-opticians,,,,,,,,446130,5995,False,False,False,False,False,False,False,Family-run optical chain with locations in Dublin and Kildare.,Retailer|Europe|Ireland,54,45,True
carrigglan-eyewear,Carrigglan Eyewear,Ireland,IE,IRL,Europe,,Eyewear Brand,,Brand,,,,,False,,https://carrigglan.com,carrigglan.com,,https://www.linkedin.com/company/carrigglan-eyewear/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Sustainable wooden eyewear brand from Ireland.,Brand|Europe|Ireland,51,45,True
shades-ie,Shades.ie,Ireland,IE,IRL,Europe,,Optical Retail Chain,,Online Retailer,,,,,False,,https://shades.ie,shades.ie,,https://www.linkedin.com/company/shades-ie/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Online sunglasses retailer based in Ireland.,Retailer|Online|Europe|Ireland,51,45,True
www.opticatoscana,Óptica Toscana,Portugal,PT,PRT,Europe,Barcelona & Madrid,Optical Retail Chain,,Retailer,,,1992,,False,,https://opticatoscana.com,opticatoscana.com,https://instagram.com/www.opticatoscana,https://www.linkedin.com/company/optica-toscana/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Bespoke service, luxury eyewear curation, custom fittings, exclusive European frame partnerships",Retailer|Europe|Portugal,62,45,True
paper-paper-eyewear,Paper & Paper Eyewear,Portugal,PT,PRT,Europe,,Eyewear Brand,,Brand,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,,Brand|Europe|Portugal,35,45,True
la-golondrina-barcelona,La Golondrina Barcelona,Portugal,PT,PRT,Europe,Barcelona,Eyewear Brand,,Brand,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,,Brand|Europe|Portugal,38,45,True
zebra-sunglasses,Zebra Sunglasses,Portugal,PT,PRT,Europe,,Eyewear Brand,,Brand,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,,Brand|Europe|Portugal,35,45,True
epos-eyewear-spain,Epos Eyewear Spain,Portugal,PT,PRT,Europe,,Distributor,,Distributor,,,,,False,,,,,,,,,,,,,423460,5048,False,False,False,False,False,False,False,,Europe|Portugal,35,45,True
www.vistaoptica,VistaÓptica,Portugal,PT,PRT,Europe,,Optical Retail Chain,,Optical Chain,,,1995,,False,,https://vistaoptica.com,vistaoptica.com,https://instagram.com/www.vistaoptica,https://www.linkedin.com/company/vistaoptica/,,,,13400,,,,446130,5995,False,False,False,False,False,False,False,Family business in the optical franchise sector.,Retailer|Europe|Portugal,59,45,True
www.masvision_es,+Visión,Portugal,PT,PRT,Europe,,Optical Retail Chain,,Optical Chain,,,1995,,False,,https://masvision.es,masvision.es,https://instagram.com/www.masvision_es,https://www.linkedin.com/company/masvision/,,,,,,,,446130,5995,False,False,False,False,False,False,False,A benchmark in the optical sector since 1995.,Retailer|Europe|Portugal,59,45,True
www.optimil_opticos,Optimil Ópticos,Portugal,PT,PRT,Europe,,Optical Retail Chain,,Optical Chain,,,1989,,False,,https://optimil.es,optimil.es,https://instagram.com/www.optimil_opticos,https://www.linkedin.com/company/optimil-opticos/,,,,9800,,,,446130,5995,False,False,False,False,False,False,False,A franchise with a large national presence.,Retailer|Europe|Portugal,59,45,True
www.rootsunglasses,Root Sunglasses,Portugal,PT,PRT,Europe,,Eyewear Brand,,Brand,,,,,False,,https://rootsunglasses.com,rootsunglasses.com,https://instagram.com/www.rootsunglasses,https://www.linkedin.com/company/root-sunglasses/,,,,15200,,,,339115,3827,False,False,False,False,False,False,False,Sustainability in optical franchises.,Brand|Europe|Portugal,56,45,True
perfect-visions-audio-perfect,Perfect Visions & Audio Perfect,Portugal,PT,PRT,Europe,,Optical Retail Chain,,Optical Chain,,,,,False,,https://perfectvisions.es,perfectvisions.es,,https://www.linkedin.com/company/perfect-visions/,,,,,,,,446130,5995,False,False,False,False,False,False,False,Correction of visual and hearing problems.,Retailer|Europe|Portugal,56,45,True
www.soloptical,Soloptical,Portugal,PT,PRT,Europe,,Optical Retail Chain,,Optical Chain,,,1993,,False,,https://soloptical.net,soloptical.net,https://instagram.com/www.soloptical,https://www.linkedin.com/company/soloptical/,,,,9800,,,,446130,5995,False,False,False,False,False,False,False,The largest non-franchised optical chain in Spain.,Retailer|Europe|Portugal,59,45,True
www.visionlab_,VisionLab,Portugal,PT,PRT,Europe,,Optical Retail Chain,,Optical Chain,,,,,False,,https://visionlab.es,visionlab.es,https://instagram.com/www.visionlab_,https://www.linkedin.com/company/visionlab/,,,,,,,,446130,5995,False,False,False,False,False,False,False,"The best prescription glasses, sunglasses, contact lenses and audio.",Retailer|Europe|Portugal,56,45,True
michael-pachleitner-group-mpg-portugal,Michael Pachleitner Group (MPG Portugal),Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer/Distributor,,,,,False,,,,,https://www.linkedin.com/company/michael-pachleitner-group/,,,,,,,,339115,3827,False,False,False,False,False,True,False,"Designing and producing both optical frames and sunglasses, often under license for global fashion brands.",Manufacturer|Europe|Portugal,41,45,True
lisboa-optical,Lisboa Optical,Portugal,PT,PRT,Europe,,Eyewear Brand,,Supplier,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,"Well-established sunglasses supplier in Portugal, serving both domestic and international markets with a broad range of eyewear.",Europe|Portugal,41,45,True
etnia-barcelona-portugal-factory,Etnia Barcelona (Portugal Factory),Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/etnia-barcelona/,,,,,,,,339115,3827,False,True,False,False,False,True,False,Factory in Portugal to support growing European demand.,Manufacturer|Europe|Portugal,41,45,True
karmo-eyewear,Karmo Eyewear,Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/karmo-eyewear/,,,,,,,,339115,3827,False,True,False,False,False,True,False,Emerging Portuguese eyewear manufacturer known for its focus on innovation and technology.,Manufacturer|Europe|Portugal,41,45,True
falual-eyewear,Falual Eyewear,Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,Long-established Portuguese eyewear factory with decades of experience producing both sunglasses and optical frames for international clients.,Manufacturer|Europe|Portugal,41,45,True
d-franklin-portugal,D’Franklin Portugal,Portugal,PT,PRT,Europe,,Eyewear Brand,,Brand,,,,,False,,,,,,,,,,,,,339115,3827,False,False,False,False,False,False,False,Portuguese fashion and lifestyle brand that has successfully expanded into the eyewear sector.,Brand|Europe|Portugal,41,45,True
mighty-vintage-eyewear,Mighty Vintage Eyewear,Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/mighty-vintage-eyewear/,,,,,,,,339115,3827,False,True,False,False,False,True,False,Portuguese eyewear manufacturer that focuses on retro and vintage-inspired sunglasses and optical frames.,Manufacturer|Europe|Portugal,41,45,True
oxydo-factory-portugal,Oxydo Factory Portugal,Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/oxydo/,,,,,,,,339115,3827,False,True,False,False,False,True,False,"Manufacturing partner for several European fashion eyewear brands, producing both sunglasses and optical frames.",Manufacturer|Europe|Portugal,41,45,True
moldura-portuguesa,Moldura Portuguesa,Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/moldura-portuguesa/,,,,,,,,339115,3827,False,True,False,False,False,True,False,"Multi-sector manufacturer that expanded into eyewear production, offering both sunglasses and optical frames alongside other consumer products.",Manufacturer|Europe|Portugal,41,45,True
marcolin-portugal-partner-factory,Marcolin Portugal (Partner Factory),Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/marcolin/,,,,,,,,339115,3827,False,True,False,False,False,True,False,Partner factory in Portugal to support its European operations.,Manufacturer|Europe|Portugal,41,45,True
b-i-g-vision-portugal,B.I.G Vision Portugal,Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/b-i-g-vision/,,,,,,,,339115,3827,False,True,False,False,False,True,False,"Specialized eyewear manufacturer focusing on the technical side of production, including lens processing, cutting, and full-frame assembly.",Manufacturer|Europe|Portugal,41,45,True
eyewear-concept-studio-lisbon,Eyewear Concept Studio Lisbon,Portugal,PT,PRT,Europe,,Manufacturer,,Manufacturer,,,,,False,,,,,https://www.linkedin.com/company/eyewear-concept-studio-lisbon/,,,,,,,,339115,3827,False,True,False,False,False,True,False,Specialized design and production hub that partners with independent brands and luxury labels to create unique eyewear collections.,Manufacturer|Europe|Portugal,41,45,True
sunoptica-lda,Sunoptica Lda,Portugal,PT,PRT,Europe,,Eyewear Brand,,Supplier,,,,,False,,,,,https://www.linkedin.com/company/sunoptica/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Well-established Portuguese eyewear supplier specializing in both sunglasses and optical frames for the wholesale market.,Europe|Portugal,41,45,True
g-star,G-Star,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,,,,https://www.linkedin.com/company/g-star-raw/,,,,,,,,339115,3827,False,False,False,False,False,False,False,,Brand|Europe|Netherlands,35,45,True
mexx,Mexx,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,,,False,,,,,https://www.linkedin.com/company/mexx/,,,,,,,,339115,3827,False,False,False,False,False,False,False,,Brand|Europe|Netherlands,35,45,True
frame-holland,Frame Holland,Netherlands,NL,NLD,Europe,,Manufacturer,,Manufacturer,,,1936,,False,,https://frameholland.com/en,frameholland.com,,https://www.linkedin.com/company/frameholland/,,,,,,,,339115,3827,False,True,False,False,False,True,False,The oldest and last remaining spectacle factory in the Netherlands.,Manufacturer|Europe|Netherlands,54,45,True
eyek-nik,EYEKØNIK,Netherlands,NL,NLD,Europe,Amsterdam,Eyewear Brand,,Brand,,,2021,,False,,https://eyekonikeyewear.com,eyekonikeyewear.com,,https://www.linkedin.com/company/eyekonik/,,,,,,,,339115,3827,False,False,False,False,False,False,False,High-quality eyewear with both classic and unique designs.,Brand|Europe|Netherlands,57,45,True
malt,Malt,Netherlands,NL,NLD,Europe,,Eyewear Brand,,Brand,,,2013,,False,,https://malt-eyewear.be/en_us/malt/brand,malt-eyewear.be,,https://www.linkedin.com/company/malt/,,,,,,,,339115,3827,False,False,False,False,False,False,False,Independent Belgian eyewear brand that designs and manufactures durable and high-quality frames.,Brand|Europe|Netherlands,54,45,True
hasa-optix,HASA OPTIX,Netherlands,NL,NLD,Europe,Brussels,Manufacturer,,Manufacturer,,,2016,,False,,,,,,,,,,,,,339115,3827,False,True,False,False,False,True,False,Specializes in sustainable solutions.,Manufacturer|Europe|Netherlands,47,45,True
www.vaerkcopenhagen,VAERK,Denmark,DK,DNK,Europe,Copenhagen,Eyewear Brand,,Brand,,,2019,,False,,https://vaerkcopenhagen.com,vaerkcopenhagen.com,https://instagram.com/www.vaerkcopenhagen,https://www.linkedin.com/company/vaerk-copenhagen/,,,,21000,,,,339115,3827,False,False,False,False,False,False,False,Danish eyewear brand with a focus on minimalistic designs and advanced technology.,Brand|Europe|Denmark,62,45,True
www.messyweekendco,MessyWeekend,Denmark,DK,DNK,Europe,Copenhagen,D2C Brand,,D2C,,,2018,,False,,https://messyweekend.dk,messyweekend.dk,https://instagram.com/www.messyweekendco,https://www.linkedin.com/company/messyweekend/,,,,12000,,,,454110,5961,False,False,False,False,False,False,False,"Danish eyewear brand that brings premium designer sunglasses, sports models and ski goggles at fair prices.",D2C|Europe|Denmark,62,45,True
www.ay___________studios,James Ay,Denmark,DK,DNK,Europe,Copenhagen,Eyewear Brand,,Brand,,,2019,,False,,https://aystudios.com,aystudios.com,https://instagram.com/www.ay___________studios,https://www.linkedin.com/company/ay-studios/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"A Danish recognized brand specialized in sunglasses, which is gradually represented in large parts of the world.",Brand|Europe|Denmark,62,45,True
www.nineeyewear,Nine Eyewear,Denmark,DK,DNK,Europe,Viby J,Eyewear Brand,,Brand,,,,,False,,https://nine-eyewear.com,nine-eyewear.com,https://instagram.com/www.nineeyewear,https://www.linkedin.com/company/nine-eyewear/,,,,45000,,,,339115,3827,False,False,False,False,False,False,False,"A Danish eyewear brand characterized by extremely lightweight and comfortable frames, with a minimalist design. Handcrafted by skilled Japanese artisans.",Brand|Europe|Denmark,59,45,True
www.christophercloos,Christopher Cloos,Denmark,DK,DNK,Europe,Copenhagen,Eyewear Brand,,Brand,,,,,False,,https://christopher-cloos.com,christopher-cloos.com,https://instagram.com/www.christophercloos,https://www.linkedin.com/company/christopher-cloos/,,,,15000,,,,339115,3827,False,False,False,False,False,False,False,Danish designed eyewear and sunglasses.,Brand|Europe|Denmark,59,45,True
novartis,Novartis,Liechtenstein,,,Europe,Basel,Eyewear Brand,,Pharmaceutical,,,1996,,False,,https://novartis.com,novartis.com,,https://www.linkedin.com/company/novartis/,,,,,,,,339115,3827,False,False,False,False,False,False,False,"A global healthcare company, with a division focused on eye care.",Smart Eyewear|Europe|Liechtenstein,57,45,True
www.sehenwutscher,sehen!wutscher,Liechtenstein,,,Europe,,Optical Retail Chain,,Retailer,,,1966,,False,,https://wutscher.com,wutscher.com,https://instagram.com/www.sehenwutscher,https://www.linkedin.com/company/wutscher/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Austrian optician chain with a presence in Liechtenstein.,Retailer|Europe|Liechtenstein,59,45,True
m-ller-optik,Müller Optik,Liechtenstein,,,Europe,,Optical Retail Chain,,Retailer,,,,,False,,https://mueller-optik.ch,mueller-optik.ch,,https://www.linkedin.com/company/mueller-optik/,,,,,,,,446130,5995,False,False,True,False,False,False,False,Swiss optician chain with a presence in Liechtenstein.,Retailer|Europe|Liechtenstein,51,45,True
der-optiker,Der Optiker,Liechtenstein,,,Europe,Schaan,Optical Retail Chain,,Retailer,,,,,False,,https://deroptiker.li,deroptiker.li,,https://www.linkedin.com/company/der-optiker-li/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"Optician in Schaan, Liechtenstein.",Retailer|Europe|Liechtenstein,54,45,True
optique.pl,Optique,Bulgaria,,,Europe,Retailer,Eyewear Brand,,Glaser Group,,,,,False,,,,https://instagram.com/optique.pl,,,,,,,,,339115,3827,False,False,False,False,False,False,False,"2012 | At Blink Blink, the focus is on making the eyewear shopping experience enjoyable and stylish, offering a wide selection of high-quality RAY-BAN® and fashionable Oakley glasses at affordable prices.",Europe|Bulgaria,59,45,True
dobry-optyk-i-okulista,DOBRY OPTYK I OKULISTA,Bulgaria,,,Europe,Białystok,Optical Retail Chain,,Retailer,,,,,False,,,,,,,,,,,,,446130,5995,False,False,True,False,False,False,False,"The company offers a wide selection of prescription eyewear and professional advice, ensuring that customers can find glasses that meet their needs.",Retailer|Europe|Bulgaria,44,45,True
solaris-optics,SOLARIS OPTICS,Bulgaria,,,Europe,Józefów,Manufacturer,,Manufacturer,,,1991,,False,,https://solarisoptics.com.pl/en,solarisoptics.com.pl,,https://www.linkedin.com/company/solaris-optics/,,,,,,,,339115,3827,False,True,False,False,False,True,False,"Solaris Optics is a prominent manufacturer of precision optics in Europe, specializing in the design and production of custom eyepieces for various applications.",Manufacturer|Europe|Bulgaria,57,45,True
italooptica,Italooptica,Bulgaria,,,Europe,Łódź,Optical Retail Chain,,Retailer,,,,,False,,,,,,,,,,,,,446130,5995,False,False,True,False,False,False,False,"The company emphasizes the importance of precise lens fitting when selecting new eyewear, highlighting their commitment to meeting customer needs and offering free eye examinations.",Retailer|Europe|Bulgaria,44,45,True
optometrysta-pl,Optometrysta.pl,Bulgaria,,,Europe,Rybnik,Optical Retail Chain,,Retailer,,,,,False,,https://optometrysta.pl,optometrysta.pl,,https://www.linkedin.com/company/optometrysta-pl/,,,,,,,,446130,5995,False,False,True,False,False,False,False,"The company offers comprehensive eye examinations conducted by an optometrist, along with a special selection of eyewear.",Retailer|Europe|Bulgaria,54,45,True
frey,FREY,Bulgaria,,,Europe,Piaseczno,Manufacturer,,Manufacturer,,,2005,,False,,https://freymedical.eu,freymedical.eu,,https://www.linkedin.com/company/freymedical/,,,,,,,,339115,3827,False,True,False,False,False,True,False,"Frey is a Polish manufacturer specializing in innovative ophthalmic diagnostic devices, which are essential for eye-care practices.",Manufacturer|Europe|Bulgaria,57,45,True
